date,product,category,region,customer,quantity,revenue,cost
2024-01-17,Product C,Accessories,East,Customer_06,3,2833.98,1559.18
2024-01-17,Product B,Electronics,South,Customer_10,2,5258.51,3863.33
2024-01-17,Product A,Electronics,West,Customer_24,8,32829.5,21031.32
2024-01-18,Product C,Accessories,West,Customer_37,7,6826.26,3687.11
2024-01-18,Product A,Electronics,North,Customer_26,6,25774.84,15811.68
2024-01-18,Product A,Electronics,South,Customer_29,7,29292.58,18126.16
2024-01-18,Product D,Services,East,Customer_15,2,16937.21,15557.75
2024-01-18,Product A,Electronics,South,Customer_48,6,25915.77,15635.01
2024-01-18,Product E,Accessories,South,Customer_06,2,2868.27,1719.73
2024-01-18,Product B,Electronics,East,Customer_02,9,24980.48,16934.04
2024-01-18,Product E,Accessories,South,Customer_22,6,8130.6,4992.74
2024-01-18,Product B,Electronics,South,Customer_15,7,20237.81,13367.83
2024-01-19,Product C,Accessories,North,Customer_28,8,7495.55,4274.38
2024-01-19,Product B,Electronics,West,Customer_34,5,13534.59,9464.31
2024-01-19,Product A,Electronics,North,Customer_21,4,17291.41,10260.52
2024-01-19,Product A,Electronics,North,Customer_14,6,26304.82,15461.05
2024-01-19,Product A,Electronics,West,Customer_35,6,25620.04,15781.37
2024-01-19,Product E,Accessories,East,Customer_43,7,9118.73,5958.99
2024-01-19,Product C,Accessories,North,Customer_43,6,5377.24,3221.7
2024-01-20,Product B,Electronics,East,Customer_39,2,5638.41,3887.7
2024-01-20,Product A,Electronics,East,Customer_31,8,35491.16,20474.12
2024-01-20,Product B,Electronics,East,Customer_15,1,2643.0,1871.41
2024-01-20,Product B,Electronics,North,Customer_17,3,8314.4,5744.27
2024-01-20,Product B,Electronics,East,Customer_21,6,17309.89,11543.03
2024-01-20,Product B,Electronics,North,Customer_41,4,11551.28,7621.11
2024-01-21,Product C,Accessories,North,Customer_03,4,4015.33,2138.15
2024-01-21,Product C,Accessories,East,Customer_15,9,8650.33,4761.77
2024-01-21,Product C,Accessories,East,Customer_23,7,6553.2,3575.98
2024-01-21,Product E,Accessories,North,Customer_04,9,11864.09,7364.96
2024-01-21,Product B,Electronics,South,Customer_04,5,13125.2,9553.82
2024-01-21,Product E,Accessories,East,Customer_17,4,5435.69,3315.67
2024-01-21,Product B,Electronics,West,Customer_35,3,8749.4,5710.94
2024-01-21,Product E,Accessories,South,Customer_46,5,6936.5,4150.06
2024-01-22,Product D,Services,South,Customer_18,1,8456.46,7507.28
2024-01-22,Product A,Electronics,East,Customer_29,6,26142.5,15643.1
2024-01-22,Product E,Accessories,North,Customer_41,5,6649.08,4246.05
2024-01-23,Product A,Electronics,South,Customer_38,7,30367.05,18245.83
2024-01-23,Product C,Accessories,East,Customer_45,7,6671.66,3687.26
2024-01-23,Product D,Services,East,Customer_45,2,16765.36,15358.21
2024-01-23,Product E,Accessories,West,Customer_46,3,4460.25,2531.05
2024-01-23,Product C,Accessories,South,Customer_10,6,5966.15,3076.98
2024-01-23,Product C,Accessories,East,Customer_10,7,6300.39,3658.59
2024-01-24,Product A,Electronics,South,Customer_03,10,43725.57,25856.49
2024-01-24,Product C,Accessories,North,Customer_11,6,5785.88,3185.1
2024-01-24,Product E,Accessories,North,Customer_06,2,2779.23,1635.65
2024-01-24,Product A,Electronics,West,Customer_18,8,32417.02,20722.94
2024-01-24,Product D,Services,East,Customer_12,5,45470.32,37603.99
2024-01-24,Product B,Electronics,East,Customer_12,6,15998.62,11613.98
2024-01-24,Product E,Accessories,South,Customer_11,3,4089.33,2488.27
2024-01-25,Product A,Electronics,West,Customer_05,9,36018.02,23128.92
2024-01-25,Product C,Accessories,South,Customer_37,10,9687.03,5100.14
2024-01-25,Product B,Electronics,South,Customer_35,5,13208.13,9734.29
2024-01-26,Product E,Accessories,North,Customer_43,5,6510.65,4195.95
2024-01-26,Product A,Electronics,East,Customer_32,5,20179.45,13010.51
2024-01-26,Product B,Electronics,East,Customer_52,3,8467.35,5837.17
2024-01-27,Product D,Services,East,Customer_52,3,25819.18,22025.4
2024-01-27,Product C,Accessories,North,Customer_42,9,8830.11,4570.91
2024-01-27,Product C,Accessories,East,Customer_11,11,10183.76,5828.83
2024-01-27,Product C,Accessories,West,Customer_28,10,9007.37,5286.0
2024-01-27,Product C,Accessories,North,Customer_40,7,7001.14,3730.91
2024-01-27,Product B,Electronics,East,Customer_40,5,14713.53,9256.47
2024-01-27,Product C,Accessories,North,Customer_19,4,3970.81,2036.27
2024-01-27,Product B,Electronics,North,Customer_24,5,14733.12,9327.89
2024-01-27,Product B,Electronics,East,Customer_31,6,16304.39,11619.01
2024-02-01,Product A,Electronics,North,Customer_46,9,39011.69,22990.39
2024-02-01,Product A,Electronics,East,Customer_49,1,4153.57,2604.52
2024-02-01,Product C,Accessories,North,Customer_33,12,12652.84,6144.52
2024-02-02,Product A,Electronics,South,Customer_40,4,16689.14,10522.86
2024-02-02,Product A,Electronics,North,Customer_13,8,34482.57,20455.46
2024-02-02,Product A,Electronics,West,Customer_30,6,25498.88,15474.59
2024-02-02,Product C,Accessories,West,Customer_16,9,9211.01,4674.12
2024-02-02,Product D,Services,East,Customer_29,7,58148.06,54046.27
2024-02-02,Product B,Electronics,North,Customer_18,3,8815.14,5546.8
2024-02-03,Product E,Accessories,East,Customer_13,3,4293.66,2564.32
2024-02-03,Product A,Electronics,East,Customer_03,8,35935.77,20985.16
2024-02-03,Product C,Accessories,East,Customer_18,11,11395.1,5608.93
2024-02-03,Product C,Accessories,North,Customer_07,4,4410.78,2147.18
2024-02-03,Product C,Accessories,East,Customer_48,12,12556.57,6266.8
2024-02-03,Product C,Accessories,South,Customer_05,7,7245.4,3646.58
2024-02-03,Product D,Services,East,Customer_28,3,24745.06,22311.98
2024-02-03,Product C,Accessories,North,Customer_06,9,9758.24,4712.35
2024-02-04,Product B,Electronics,East,Customer_02,5,14450.49,9797.06
2024-02-04,Product E,Accessories,East,Customer_27,7,9470.24,5801.57
2024-02-04,Product A,Electronics,East,Customer_44,9,36015.72,23403.89
2024-02-04,Product E,Accessories,North,Customer_11,1,1413.09,858.12
2024-02-04,Product B,Electronics,North,Customer_30,6,18000.79,11113.58
2024-02-04,Product C,Accessories,West,Customer_04,8,9339.54,4097.66
2024-02-04,Product D,Services,West,Customer_33,3,25724.76,22067.65
2024-02-04,Product C,Accessories,West,Customer_34,7,8136.48,3612.51
2024-02-05,Product A,Electronics,West,Customer_31,6,24979.75,15885.07
2024-02-05,Product C,Accessories,East,Customer_49,9,9239.97,4692.74
2024-02-05,Product A,Electronics,South,Customer_13,7,30972.24,18659.7
2024-02-05,Product A,Electronics,West,Customer_20,8,32400.44,21274.0
2024-02-06,Product C,Accessories,North,Customer_44,8,9194.14,4283.63
2024-02-06,Product E,Accessories,North,Customer_21,8,11633.57,6664.86
2024-02-06,Product C,Accessories,North,Customer_18,7,7347.06,3664.81
2024-02-06,Product C,Accessories,North,Customer_26,7,7281.27,3686.18
2024-02-07,Product A,Electronics,West,Customer_09,6,24229.68,15649.28
2024-02-08,Product D,Services,West,Customer_10,4,34217.68,30846.02
2024-02-08,Product B,Electronics,West,Customer_04,5,13835.5,9467.41
2024-02-08,Product B,Electronics,South,Customer_39,6,17401.8,11600.31
2024-02-08,Product B,Electronics,West,Customer_37,3,8900.0,5609.15
2024-02-08,Product A,Electronics,East,Customer_31,4,15869.03,10134.57
2024-02-09,Product E,Accessories,West,Customer_35,3,4474.98,2469.32
2024-02-09,Product E,Accessories,South,Customer_28,4,5783.54,3355.53
2024-02-09,Product C,Accessories,West,Customer_12,5,5471.87,2681.86
2024-02-10,Product A,Electronics,South,Customer_44,6,26752.33,15201.67
2024-02-10,Product A,Electronics,South,Customer_35,10,40456.62,26369.21
2024-02-10,Product A,Electronics,South,Customer_44,5,19732.88,12685.34
2024-02-10,Product C,Accessories,North,Customer_37,6,6373.98,3100.28
2024-02-10,Product B,Electronics,West,Customer_48,6,16277.42,11187.24
2024-02-10,Product B,Electronics,East,Customer_50,2,6016.84,3741.28
2024-02-10,Product A,Electronics,East,Customer_33,10,42333.69,25460.89
2024-02-11,Product E,Accessories,North,Customer_34,1,1456.25,863.7
2024-02-11,Product C,Accessories,East,Customer_47,7,8179.71,3747.84
2024-02-11,Product A,Electronics,South,Customer_40,10,41196.75,25469.46
2024-02-11,Product E,Accessories,South,Customer_12,3,4108.36,2508.26
2024-02-11,Product B,Electronics,South,Customer_44,5,13974.5,9365.52
2024-02-11,Product B,Electronics,East,Customer_40,4,10943.1,7497.64
2024-02-11,Product E,Accessories,West,Customer_26,5,6845.67,4253.6
2024-02-11,Product A,Electronics,East,Customer_25,6,25393.68,15250.16
2024-02-11,Product A,Electronics,West,Customer_29,9,37264.43,24038.95
2024-02-12,Product C,Accessories,East,Customer_11,9,9812.83,4820.75
2024-02-12,Product E,Accessories,West,Customer_17,9,13191.67,7612.5
2024-02-12,Product E,Accessories,South,Customer_49,3,4001.52,2527.04
2024-02-12,Product E,Accessories,North,Customer_32,7,9351.02,6011.45
2024-02-12,Product A,Electronics,East,Customer_03,4,17787.9,10538.28
2024-02-12,Product C,Accessories,East,Customer_18,4,4581.75,2109.96
2024-02-12,Product B,Electronics,North,Customer_45,5,15362.35,9355.38
2024-02-12,Product D,Services,South,Customer_04,3,23793.16,22869.43
2024-02-12,Product D,Services,South,Customer_49,4,33575.72,30696.48
2024-02-12,Product B,Electronics,South,Customer_45,5,14666.55,9627.32
2024-02-13,Product A,Electronics,North,Customer_28,7,29070.4,18355.88
2024-02-13,Product C,Accessories,North,Customer_36,8,8600.73,4175.98
2024-02-13,Product C,Accessories,West,Customer_21,7,7114.5,3631.18
2024-02-13,Product C,Accessories,South,Customer_04,8,8834.32,4099.28
2024-02-13,Product C,Accessories,East,Customer_42,6,6447.04,3169.77
2024-02-13,Product B,Electronics,North,Customer_09,3,9326.37,5869.67
2024-02-13,Product B,Electronics,East,Customer_02,6,17993.16,11490.25
2024-02-13,Product B,Electronics,West,Customer_30,4,11570.37,7788.17
2024-02-13,Product C,Accessories,West,Customer_50,8,9238.88,4304.91
2024-02-13,Product A,Electronics,East,Customer_41,2,8711.88,5335.82
2024-02-14,Product C,Accessories,West,Customer_38,9,9700.31,4690.29
2024-02-14,Product A,Electronics,South,Customer_41,7,29033.56,18180.0
2024-02-14,Product D,Services,South,Customer_49,3,25138.93,23060.2
2024-02-14,Product E,Accessories,North,Customer_34,5,6540.67,4298.18
2024-02-15,Product A,Electronics,South,Customer_52,4,16033.84,10292.12
2024-02-15,Product C,Accessories,East,Customer_34,8,9325.68,4073.14
2024-02-15,Product E,Accessories,South,Customer_51,4,5609.71,3355.61
2024-02-15,Product C,Accessories,West,Customer_18,8,8404.2,4064.48
2024-02-15,Product A,Electronics,North,Customer_18,4,17498.79,10671.49
2024-02-15,Product E,Accessories,East,Customer_37,4,5519.64,3348.42
2024-02-15,Product A,Electronics,North,Customer_13,7,31378.32,18184.48
2024-02-16,Product A,Electronics,East,Customer_11,8,32334.22,20293.37
2024-02-16,Product E,Accessories,North,Customer_18,1,1488.27,859.55
2024-02-16,Product A,Electronics,North,Customer_13,7,29330.72,17915.78
2024-02-16,Product A,Electronics,West,Customer_14,6,24791.81,15758.86
2024-02-16,Product B,Electronics,South,Customer_51,1,2877.18,1847.3
2024-02-16,Product B,Electronics,West,Customer_32,7,20580.09,13188.14
2024-02-16,Product A,Electronics,West,Customer_45,10,40220.32,25615.04
2024-02-17,Product E,Accessories,East,Customer_38,4,5250.35,3349.26
2024-02-17,Product B,Electronics,South,Customer_16,7,20555.99,13553.31
2024-02-17,Product A,Electronics,North,Customer_08,5,21663.03,12782.34
2024-02-17,Product C,Accessories,West,Customer_15,7,7984.7,3758.8
2024-02-17,Product C,Accessories,North,Customer_08,7,7296.09,3644.5
2024-02-17,Product C,Accessories,West,Customer_12,9,10268.05,4765.75
2024-02-17,Product E,Accessories,East,Customer_23,7,9633.24,5948.68
2024-02-18,Product D,Services,East,Customer_35,6,50157.42,45278.71
2024-02-18,Product E,Accessories,East,Customer_10,7,9261.52,5753.64
2024-02-18,Product D,Services,North,Customer_48,6,50599.4,46405.62
2024-02-18,Product B,Electronics,East,Customer_16,3,8513.2,5742.11
2024-02-18,Product A,Electronics,East,Customer_47,3,13204.41,7977.21
2024-02-19,Product A,Electronics,West,Customer_19,8,35871.56,21446.64
2024-02-19,Product C,Accessories,South,Customer_18,7,7805.65,3680.73
2024-02-19,Product C,Accessories,West,Customer_29,6,6708.35,3171.83
2024-02-19,Product B,Electronics,East,Customer_50,7,21337.31,13440.73
2024-02-19,Product D,Services,West,Customer_50,6,53264.36,45599.45
2024-02-19,Product A,Electronics,South,Customer_31,8,33502.29,20600.48
2024-02-19,Product D,Services,South,Customer_19,1,7984.29,7742.84
2024-02-20,Product D,Services,East,Customer_12,3,26106.45,22169.83
2024-02-20,Product A,Electronics,North,Customer_50,8,34676.48,21423.13
2024-02-20,Product B,Electronics,South,Customer_52,4,11287.18,7611.0
2024-02-20,Product A,Electronics,North,Customer_47,5,21107.88,13231.24
2024-02-20,Product A,Electronics,South,Customer_02,7,27739.66,18700.75
2024-02-20,Product A,Electronics,North,Customer_42,9,37700.26,22898.99
2024-02-21,Product E,Accessories,East,Customer_13,1,1413.69,819.35
2024-02-21,Product B,Electronics,North,Customer_33,5,13550.31,9355.49
2024-02-21,Product C,Accessories,West,Customer_44,9,9222.97,4768.75
2024-02-21,Product B,Electronics,South,Customer_31,4,11715.03,7457.55
2024-02-21,Product B,Electronics,South,Customer_08,3,8904.83,5690.41
2024-02-21,Product B,Electronics,South,Customer_46,5,15389.77,9337.76
2024-02-21,Product C,Accessories,West,Customer_38,10,11000.42,5316.05
2024-02-22,Product E,Accessories,South,Customer_34,1,1429.25,831.68
2024-02-22,Product B,Electronics,North,Customer_45,1,2930.94,1933.48
2024-02-22,Product D,Services,East,Customer_35,2,16303.13,15197.04
2024-02-22,Product A,Electronics,North,Customer_02,9,39170.33,22912.11
2024-02-22,Product E,Accessories,North,Customer_19,4,5351.74,3284.43
2024-02-23,Product C,Accessories,West,Customer_13,7,7665.09,3715.01
2024-02-23,Product C,Accessories,South,Customer_44,8,8441.17,4220.46
2024-02-23,Product E,Accessories,East,Customer_15,6,8874.79,5008.29
2024-02-23,Product C,Accessories,North,Customer_42,8,8929.79,4217.01
2024-02-23,Product B,Electronics,North,Customer_36,3,8472.92,5578.25
2024-02-24,Product B,Electronics,East,Customer_15,4,12123.35,7537.9
2024-02-24,Product E,Accessories,North,Customer_10,6,8418.4,4995.31
2024-02-24,Product D,Services,East,Customer_07,3,24461.95,22652.87
2024-02-24,Product D,Services,South,Customer_24,5,42846.34,37500.37
2024-02-25,Product D,Services,East,Customer_45,2,17713.02,14875.05
2024-02-25,Product B,Electronics,East,Customer_01,3,8433.4,5595.77
2024-02-25,Product A,Electronics,South,Customer_01,10,44396.17,26105.57
2024-02-25,Product A,Electronics,East,Customer_35,9,38063.11,22858.45
2024-02-25,Product D,Services,East,Customer_47,3,27115.68,23238.61
2024-02-26,Product E,Accessories,East,Customer_31,3,4444.17,2516.43
2024-02-26,Product A,Electronics,South,Customer_16,6,26801.51,15638.36
2024-02-26,Product A,Electronics,West,Customer_03,8,31260.02,21302.68
2024-02-26,Product D,Services,North,Customer_17,2,16801.9,15282.48
2024-02-26,Product B,Electronics,North,Customer_52,4,12412.85,7660.38
2024-02-27,Product E,Accessories,South,Customer_19,6,8826.48,5000.79
2024-02-27,Product A,Electronics,South,Customer_25,8,32440.67,20788.68
2024-02-27,Product E,Accessories,East,Customer_01,3,4492.0,2529.39
2024-02-27,Product E,Accessories,East,Customer_01,4,5656.04,3272.84
2024-02-27,Product C,Accessories,East,Customer_40,7,7412.59,3757.61
2024-02-27,Product C,Accessories,North,Customer_31,9,9763.65,4591.59
2024-02-27,Product B,Electronics,West,Customer_44,2,6059.56,3915.13
2024-02-27,Product D,Services,South,Customer_50,4,36152.17,29732.91
2024-02-27,Product E,Accessories,North,Customer_52,6,8241.21,5061.99
2024-03-01,Product B,Electronics,West,Customer_17,1,3066.95,1899.83
2024-03-01,Product C,Accessories,South,Customer_47,8,9299.41,4131.81
2024-03-01,Product B,Electronics,North,Customer_43,7,22472.66,13430.6
2024-03-01,Product C,Accessories,North,Customer_36,7,8094.13,3631.39
2024-03-01,Product D,Services,West,Customer_43,3,24847.84,22440.21
2024-03-02,Product A,Electronics,West,Customer_45,11,49385.91,28933.34
2024-03-02,Product A,Electronics,North,Customer_26,9,38994.96,23430.8
2024-03-02,Product B,Electronics,West,Customer_26,6,18110.46,11451.65
2024-03-03,Product D,Services,East,Customer_52,6,51690.1,46242.77
2024-03-03,Product C,Accessories,South,Customer_11,9,9989.38,4751.95
2024-03-03,Product C,Accessories,North,Customer_45,6,6264.85,3084.33
2024-03-03,Product D,Services,West,Customer_03,4,34535.96,30896.77
2024-03-03,Product B,Electronics,West,Customer_16,5,14907.27,9795.72
2024-03-04,Product A,Electronics,East,Customer_07,9,37916.62,23040.18
2024-03-04,Product C,Accessories,North,Customer_49,5,5122.4,2596.86
2024-03-04,Product C,Accessories,North,Customer_16,7,7297.23,3765.93
2024-03-04,Product D,Services,North,Customer_48,2,16228.76,14845.99
2024-03-04,Product B,Electronics,South,Customer_34,2,6060.27,3919.27
2024-03-04,Product C,Accessories,East,Customer_29,7,7681.81,3625.05
2024-03-04,Product C,Accessories,South,Customer_31,7,7557.54,3709.41
2024-03-05,Product C,Accessories,South,Customer_02,7,8144.75,3649.32
2024-03-05,Product C,Accessories,North,Customer_02,7,7956.64,3715.06
2024-03-05,Product C,Accessories,West,Customer_14,8,8544.6,4237.56
2024-03-05,Product E,Accessories,South,Customer_35,3,4099.8,2511.41
2024-03-05,Product C,Accessories,North,Customer_31,7,7187.12,3680.16
2024-03-06,Product A,Electronics,South,Customer_26,9,38644.16,23645.63
2024-03-06,Product C,Accessories,North,Customer_17,6,6672.6,3065.22
2024-03-06,Product E,Accessories,South,Customer_52,3,4393.67,2524.28
2024-03-07,Product A,Electronics,East,Customer_25,6,24406.63,15793.35
2024-03-07,Product C,Accessories,North,Customer_46,8,8570.24,4290.68
2024-03-07,Product C,Accessories,North,Customer_30,12,13752.6,6258.12
2024-03-07,Product C,Accessories,East,Customer_05,8,8589.98,4220.83
2024-03-07,Product E,Accessories,East,Customer_50,2,2723.77,1714.08
2024-03-08,Product C,Accessories,West,Customer_16,10,11127.54,5337.01
2024-03-08,Product D,Services,West,Customer_38,7,56216.45,51900.69
2024-03-08,Product B,Electronics,West,Customer_50,3,8814.46,5656.74
2024-03-08,Product B,Electronics,South,Customer_47,7,21633.51,13518.12
2024-03-08,Product A,Electronics,East,Customer_18,6,25817.95,15305.89
2024-03-08,Product E,Accessories,West,Customer_27,6,7924.36,5012.81
2024-03-08,Product C,Accessories,South,Customer_44,8,8176.71,4209.64
2024-03-08,Product B,Electronics,East,Customer_10,1,2842.29,1916.98
2024-03-09,Product A,Electronics,South,Customer_27,6,26706.05,15157.97
2024-03-09,Product B,Electronics,North,Customer_08,3,9377.23,5835.78
2024-03-10,Product A,Electronics,North,Customer_07,8,34750.57,20634.01
2024-03-10,Product A,Electronics,East,Customer_08,4,16753.36,10193.45
2024-03-10,Product C,Accessories,East,Customer_39,7,7496.83,3747.74
2024-03-10,Product B,Electronics,South,Customer_37,7,21023.23,13009.56
2024-03-10,Product D,Services,North,Customer_03,1,9007.17,7419.11
2024-03-10,Product C,Accessories,South,Customer_06,7,7224.72,3584.04
2024-03-10,Product A,Electronics,South,Customer_40,5,22126.29,13252.45
2024-03-10,Product C,Accessories,North,Customer_29,11,12141.24,5779.59
2024-03-10,Product B,Electronics,West,Customer_08,4,11925.86,7808.64
2024-03-11,Product C,Accessories,South,Customer_12,6,6767.28,3139.31
2024-03-11,Product A,Electronics,West,Customer_22,8,34355.99,20483.94
2024-03-11,Product D,Services,East,Customer_24,5,44753.81,38832.85
2024-03-11,Product B,Electronics,South,Customer_41,5,14467.34,9308.59
2024-03-11,Product A,Electronics,East,Customer_31,7,29087.74,18742.88
2024-03-12,Product C,Accessories,West,Customer_12,8,8660.5,4139.28
2024-03-12,Product C,Accessories,East,Customer_41,9,10377.96,4714.16
2024-03-12,Product C,Accessories,South,Customer_35,8,9027.76,4168.41
2024-03-12,Product E,Accessories,North,Customer_30,6,8390.64,5165.53
2024-03-12,Product D,Services,West,Customer_21,4,34629.65,30395.51
2024-03-13,Product C,Accessories,East,Customer_42,5,5343.45,2647.49
2024-03-13,Product C,Accessories,East,Customer_40,7,7613.0,3737.47
2024-03-13,Product C,Accessories,North,Customer_17,9,9939.26,4753.5
2024-03-13,Product A,Electronics,South,Customer_05,8,33926.69,20344.5
2024-03-14,Product A,Electronics,West,Customer_51,8,34184.0,20426.13
2024-03-14,Product E,Accessories,West,Customer_42,3,4032.21,2579.51
2024-03-14,Product B,Electronics,South,Customer_13,4,11599.33,7408.15
2024-03-15,Product B,Electronics,West,Customer_52,6,18766.48,11173.18
2024-03-15,Product B,Electronics,South,Customer_40,4,12818.19,7488.09
2024-03-15,Product E,Accessories,North,Customer_01,2,2818.04,1665.1
2024-03-15,Product A,Electronics,West,Customer_16,6,24266.86,15203.28
2024-03-16,Product A,Electronics,South,Customer_29,6,25739.13,15851.45
2024-03-16,Product C,Accessories,East,Customer_23,6,6547.02,3201.67
2024-03-16,Product C,Accessories,West,Customer_17,10,11375.26,5378.12
2024-03-16,Product A,Electronics,South,Customer_43,8,35181.38,21154.96
2024-03-16,Product A,Electronics,South,Customer_22,5,22327.63,12763.36
2024-03-16,Product B,Electronics,West,Customer_08,8,25094.01,15155.98
2024-03-16,Product D,Services,North,Customer_30,3,27078.33,22702.22
2024-03-16,Product A,Electronics,East,Customer_13,6,24042.83,15302.07
